census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
50,2,2,2,2,2,2
246,1,3,2,2,3,1
399,1,3,2,2,2,2
531,2,2,2,2,2,2
324,1,1,1,1,1,1
177,2,2,2,2,1,2
630,3,2,3,3,3,3
464,1,3,1,1,1,2
306,1,1,1,1,1,1
548,2,2,1,3,2,1
509,1,2,2,1,3,1
90,2,3,2,2,2,2
379,1,1,1,1,1,1
575,1,3,1,3,3,3
601,3,2,3,3,3,3
529,2,2,2,2,2,3
45,2,2,2,2,2,2
633,1,2,3,3,3,1
622,3,2,1,3,3,3
29,2,3,3,3,3,3
635,3,3,3,3,2,3
181,1,1,2,1,1,1
209,1,2,1,1,2,1
316,1,1,1,2,1,3
72,2,2,1,2,2,2
579,1,1,2,1,2,2
477,2,2,2,2,2,3
36,3,3,2,2,2,2
356,1,3,3,1,3,3
523,2,2,2,2,2,2
113,2,3,2,2,1,1
620,3,3,3,3,3,2
314,1,1,1,1,1,1
349,1,1,1,1,2,1
415,3,3,3,3,3,3
38,3,3,2,2,2,2
157,2,2,1,1,2,2
431,2,2,1,3,2,3
434,2,2,2,2,2,2
108,2,2,2,2,2,2
631,3,2,3,2,3,3
437,2,2,2,2,2,2
452,2,2,2,2,2,2
560,1,2,1,1,1,1
505,2,2,2,2,2,2
448,2,1,1,1,1,1
105,1,1,2,1,1,2
539,2,1,2,3,2,3
413,2,1,2,2,2,2
360,2,1,2,1,1,1
200,2,2,1,1,3,1
408,2,2,2,2,2,2
67,2,1,1,1,1,1
221,1,1,2,1,2,2
110,2,2,2,2,2,2
498,2,2,2,2,2,2
220,1,1,2,1,1,2
463,2,1,1,1,1,1
591,2,3,3,3,3,3
396,1,3,2,2,2,2
239,1,1,2,1,2,1
93,3,3,2,3,2,2
370,1,1,1,1,1,2
118,2,1,2,2,1,2
343,1,2,2,1,1,1
604,3,3,3,3,1,3
83,1,2,2,2,2,2
496,1,2,3,2,2,3
617,3,3,3,3,2,2
212,1,1,1,2,2,1
347,1,1,2,1,2,2
236,1,1,2,2,2,2
216,1,2,2,1,1,2
201,1,2,2,2,1,2
373,1,1,1,3,1,1
121,1,1,2,1,2,2
430,3,3,2,2,2,3
597,3,3,3,3,3,3
9,2,2,2,2,2,2
58,3,3,2,3,2,3
280,1,1,3,2,3,2
210,1,1,1,1,1,1
129,2,2,3,2,2,2
82,2,2,2,1,2,2
499,1,3,2,3,2,3
102,2,1,2,2,2,2
429,3,3,3,2,3,3
219,2,1,2,2,1,2
433,2,2,2,1,1,2
585,3,3,3,3,2,3
171,2,2,2,2,2,2
607,3,3,2,3,3,2
565,1,2,1,1,1,1
348,1,3,2,1,2,2
552,3,2,3,2,3,3
106,1,1,1,1,1,1
109,2,2,2,1,2,1
423,2,2,2,2,2,2
334,1,1,1,1,2,2
289,2,3,2,2,2,2
456,2,2,2,2,2,2
535,3,2,2,2,2,2
627,3,3,1,2,2,2
389,1,3,3,3,3,3
359,1,3,1,3,2,1
329,1,2,1,1,1,1
168,2,1,2,2,2,2
12,1,3,1,1,1,1
185,2,2,2,2,1,2
211,1,2,2,2,2,1
346,1,1,1,1,2,1
92,2,2,2,2,2,2
188,2,2,2,2,2,2
